as_of_ts,lat,lon,forecast_ts,temp_c,precip_prob,wind_kph,src
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-22T03:00:00+08:00,25.4,13,8.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-22T06:00:00+08:00,26.8,25,3.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-22T09:00:00+08:00,27.0,20,10.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-22T12:00:00+08:00,29.1,3,9.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-22T15:00:00+08:00,29.5,29,14.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-22T18:00:00+08:00,27.4,4,8.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-22T21:00:00+08:00,27.2,50,12.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-23T00:00:00+08:00,26.0,19,13.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-23T03:00:00+08:00,26.0,14,13.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-23T06:00:00+08:00,27.4,31,11.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-23T09:00:00+08:00,27.0,0,5.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-23T12:00:00+08:00,29.3,16,11.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-23T15:00:00+08:00,29.1,6,2.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-23T18:00:00+08:00,28.2,8,14.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-23T21:00:00+08:00,27.9,18,9.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-24T00:00:00+08:00,25.4,31,18.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-24T03:00:00+08:00,25.4,41,14.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-24T06:00:00+08:00,28.0,36,11.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-24T09:00:00+08:00,27.4,25,15.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-24T12:00:00+08:00,28.7,55,9.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-24T15:00:00+08:00,29.4,28,9.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-24T18:00:00+08:00,26.9,42,8.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-24T21:00:00+08:00,26.9,37,13.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-25T00:00:00+08:00,26.3,0,12.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-25T03:00:00+08:00,26.4,11,11.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-25T06:00:00+08:00,28.4,0,13.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-25T09:00:00+08:00,28.3,25,17.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-25T12:00:00+08:00,29.1,39,12.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-25T15:00:00+08:00,28.6,20,13.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-25T18:00:00+08:00,27.5,30,11.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-25T21:00:00+08:00,28.2,41,12.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-26T00:00:00+08:00,26.0,37,16.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-26T03:00:00+08:00,25.2,21,14.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-26T06:00:00+08:00,27.7,27,2.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-26T09:00:00+08:00,27.3,0,16.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-26T12:00:00+08:00,29.6,23,11.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-26T15:00:00+08:00,29.6,13,9.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-26T18:00:00+08:00,27.0,30,19.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-26T21:00:00+08:00,28.0,17,10.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-27T00:00:00+08:00,26.6,11,10.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-27T03:00:00+08:00,26.7,27,15.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-27T06:00:00+08:00,28.4,60,11.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-27T09:00:00+08:00,28.0,43,14.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-27T12:00:00+08:00,29.3,37,14.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-27T15:00:00+08:00,29.2,50,22.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-27T18:00:00+08:00,26.9,23,11.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-27T21:00:00+08:00,27.7,9,12.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-28T00:00:00+08:00,26.1,38,13.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-28T03:00:00+08:00,25.7,34,5.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-28T06:00:00+08:00,27.7,29,11.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-28T09:00:00+08:00,27.9,4,9.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-28T12:00:00+08:00,29.6,35,8.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-28T15:00:00+08:00,29.5,22,12.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-28T18:00:00+08:00,27.1,35,9.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-28T21:00:00+08:00,28.2,17,9.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-29T00:00:00+08:00,26.1,16,6.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-29T03:00:00+08:00,25.5,16,15.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-29T06:00:00+08:00,26.9,7,10.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-29T09:00:00+08:00,26.9,38,12.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-29T12:00:00+08:00,29.6,9,13.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-29T15:00:00+08:00,29.6,13,12.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-29T18:00:00+08:00,28.2,12,13.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-29T21:00:00+08:00,27.8,34,11.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-30T00:00:00+08:00,26.5,27,10.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-30T03:00:00+08:00,25.6,35,19.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-30T06:00:00+08:00,27.8,19,11.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-30T09:00:00+08:00,27.2,17,13.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-30T12:00:00+08:00,29.1,31,13.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-30T15:00:00+08:00,29.4,16,14.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-30T18:00:00+08:00,27.8,47,18.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-30T21:00:00+08:00,26.9,0,14.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-31T00:00:00+08:00,25.7,16,15.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-31T03:00:00+08:00,25.3,11,8.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-31T06:00:00+08:00,27.0,0,11.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-31T09:00:00+08:00,27.7,43,12.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-31T12:00:00+08:00,29.2,20,11.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-31T15:00:00+08:00,29.7,23,9.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-31T18:00:00+08:00,27.7,36,2.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-01-31T21:00:00+08:00,26.9,34,3.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-01T00:00:00+08:00,26.2,6,14.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-01T03:00:00+08:00,25.8,11,10.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-01T06:00:00+08:00,26.9,13,14.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-01T09:00:00+08:00,28.1,24,8.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-01T12:00:00+08:00,29.6,33,6.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-01T15:00:00+08:00,28.8,17,17.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-01T18:00:00+08:00,27.8,19,18.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-01T21:00:00+08:00,28.0,18,16.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-02T00:00:00+08:00,26.7,3,10.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-02T03:00:00+08:00,25.4,23,17.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-02T06:00:00+08:00,27.8,27,7.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-02T09:00:00+08:00,27.7,30,7.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-02T12:00:00+08:00,28.5,0,3.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-02T15:00:00+08:00,28.7,37,7.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-02T18:00:00+08:00,28.4,22,11.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-02T21:00:00+08:00,27.0,7,9.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-03T00:00:00+08:00,26.0,21,3.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-03T03:00:00+08:00,26.0,36,20.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-03T06:00:00+08:00,27.1,37,7.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-03T09:00:00+08:00,28.0,11,14.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-03T12:00:00+08:00,29.1,7,13.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-03T15:00:00+08:00,29.3,6,13.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-03T18:00:00+08:00,28.1,2,9.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-03T21:00:00+08:00,27.8,40,16.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-04T00:00:00+08:00,26.8,44,3.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-04T03:00:00+08:00,25.4,33,11.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-04T06:00:00+08:00,27.5,0,10.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-04T09:00:00+08:00,28.1,3,10.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-04T12:00:00+08:00,28.8,7,14.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-04T15:00:00+08:00,28.7,24,10.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-04T18:00:00+08:00,28.2,39,10.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-04T21:00:00+08:00,26.9,9,10.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-05T00:00:00+08:00,25.6,31,11.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-05T03:00:00+08:00,26.6,12,20.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-05T06:00:00+08:00,28.2,22,10.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-05T09:00:00+08:00,26.8,25,13.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-05T12:00:00+08:00,29.8,26,7.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-05T15:00:00+08:00,29.3,26,14.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-05T18:00:00+08:00,27.4,62,8.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-05T21:00:00+08:00,27.8,48,11.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-06T00:00:00+08:00,25.9,12,11.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-06T03:00:00+08:00,25.3,25,6.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-06T06:00:00+08:00,27.0,43,10.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-06T09:00:00+08:00,27.4,44,6.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-06T12:00:00+08:00,28.3,19,13.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-06T15:00:00+08:00,28.7,20,3.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-06T18:00:00+08:00,27.7,48,11.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-06T21:00:00+08:00,27.4,20,7.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-07T00:00:00+08:00,26.3,13,15.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-07T03:00:00+08:00,26.1,37,16.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-07T06:00:00+08:00,27.4,25,14.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-07T09:00:00+08:00,26.9,9,19.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-07T12:00:00+08:00,28.6,21,13.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-07T15:00:00+08:00,28.9,0,7.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-07T18:00:00+08:00,27.5,17,13.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-07T21:00:00+08:00,28.1,7,9.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-08T00:00:00+08:00,26.7,20,11.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-08T03:00:00+08:00,26.7,21,11.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-08T06:00:00+08:00,27.7,17,12.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-08T09:00:00+08:00,27.8,10,9.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-08T12:00:00+08:00,28.3,6,5.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-08T15:00:00+08:00,29.1,12,16.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-08T18:00:00+08:00,28.4,0,5.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-08T21:00:00+08:00,27.6,5,8.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-09T00:00:00+08:00,25.7,31,4.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-09T03:00:00+08:00,25.6,26,13.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-09T06:00:00+08:00,27.6,32,4.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-09T09:00:00+08:00,28.0,20,13.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-09T12:00:00+08:00,28.9,19,12.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-09T15:00:00+08:00,28.5,6,7.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-09T18:00:00+08:00,27.5,27,13.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-09T21:00:00+08:00,27.6,38,13.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-10T00:00:00+08:00,25.3,49,11.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-10T03:00:00+08:00,25.6,3,6.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-10T06:00:00+08:00,27.0,0,7.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-10T09:00:00+08:00,28.1,34,8.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-10T12:00:00+08:00,28.7,25,6.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-10T15:00:00+08:00,28.9,35,15.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-10T18:00:00+08:00,27.1,26,14.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-10T21:00:00+08:00,27.0,23,9.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-11T00:00:00+08:00,25.8,34,19.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-11T03:00:00+08:00,25.4,26,13.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-11T06:00:00+08:00,28.3,47,14.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-11T09:00:00+08:00,27.9,35,12.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-11T12:00:00+08:00,28.8,14,12.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-11T15:00:00+08:00,29.1,25,8.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-11T18:00:00+08:00,26.8,3,9.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-11T21:00:00+08:00,26.8,44,16.5,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-12T00:00:00+08:00,26.4,18,9.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-12T03:00:00+08:00,26.1,23,12.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-12T06:00:00+08:00,27.2,7,19.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-12T09:00:00+08:00,27.4,0,10.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-12T12:00:00+08:00,28.6,3,8.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-12T15:00:00+08:00,28.2,6,12.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-12T18:00:00+08:00,27.0,15,8.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-12T21:00:00+08:00,27.3,14,7.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-13T00:00:00+08:00,25.2,27,19.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-13T03:00:00+08:00,25.9,45,13.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-13T06:00:00+08:00,27.5,44,12.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-13T09:00:00+08:00,27.6,33,8.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-13T12:00:00+08:00,29.5,16,6.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-13T15:00:00+08:00,28.3,0,12.1,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-13T18:00:00+08:00,27.4,26,15.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-13T21:00:00+08:00,27.7,41,15.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-14T00:00:00+08:00,25.6,44,9.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-14T03:00:00+08:00,25.4,24,11.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-14T06:00:00+08:00,27.8,7,11.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-14T09:00:00+08:00,27.4,13,3.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-14T12:00:00+08:00,28.3,0,18.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-14T15:00:00+08:00,29.5,28,10.7,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-14T18:00:00+08:00,27.1,23,13.4,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-14T21:00:00+08:00,27.1,25,8.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-15T00:00:00+08:00,25.9,44,12.6,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-15T03:00:00+08:00,26.6,37,7.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-15T06:00:00+08:00,27.5,25,14.2,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-15T09:00:00+08:00,27.1,0,21.3,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-15T12:00:00+08:00,29.7,31,18.9,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-15T15:00:00+08:00,29.5,45,13.0,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-15T18:00:00+08:00,26.8,0,10.8,"{""city"":""Intramuros""}"
2025-10-15T00:59:55+08:00,14.5886,120.9742,2026-02-15T21:00:00+08:00,27.6,33,14.0,"{""city"":""Intramuros""}"
